"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-04-19,"BC","Vancouver Coastal","Richmond",0,0.57
2020-04-19,"BC","Vancouver Coastal","Unknown",0,0
2020-04-19,"BC","Vancouver Coastal","Vancouver",3,4.86
2020-04-19,"BC","Vancouver Island","All",1,2.14
2020-04-19,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-19,"BC","Vancouver Island","North Vancouver Island",1,1.86
2020-04-19,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-04-19,"BC","Vancouver Island","Unknown",0,0
2020-04-19,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-20,"BC","All","All",34,30.43
2020-04-20,"BC","Fraser","All",18,16.71
2020-04-20,"BC","Fraser","Fraser East",10,8.71
2020-04-20,"BC","Fraser","Fraser North",4,5.43
2020-04-20,"BC","Fraser","Fraser South",4,2.57
2020-04-20,"BC","Fraser","Unknown",0,0
2020-04-20,"BC","Interior","All",1,2
2020-04-20,"BC","Interior","East Kootenay",0,0.57
2020-04-20,"BC","Interior","Kootenay Boundary",0,0
2020-04-20,"BC","Interior","Okanagan",0,1.14
2020-04-20,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-04-20,"BC","Northern","All",1,2
2020-04-20,"BC","Northern","Northeast",0,0.86
2020-04-20,"BC","Northern","Northern Interior",1,1.14
2020-04-20,"BC","Northern","Northwest",0,0
2020-04-20,"BC","Vancouver Coastal","All",7,6.86
2020-04-20,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,1.71
2020-04-20,"BC","Vancouver Coastal","Richmond",0,0.29
2020-04-20,"BC","Vancouver Coastal","Unknown",0,0
2020-04-20,"BC","Vancouver Coastal","Vancouver",7,4.86
2020-04-20,"BC","Vancouver Island","All",7,2.86
2020-04-20,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-20,"BC","Vancouver Island","North Vancouver Island",7,2.57
2020-04-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-04-20,"BC","Vancouver Island","Unknown",0,0
2020-04-20,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-04-21,"BC","All","All",62,33
2020-04-21,"BC","Fraser","All",27,17.86
2020-04-21,"BC","Fraser","Fraser East",1,6.86
2020-04-21,"BC","Fraser","Fraser North",20,7.86
2020-04-21,"BC","Fraser","Fraser South",6,3.14
2020-04-21,"BC","Fraser","Unknown",0,0
2020-04-21,"BC","Interior","All",1,1.29
2020-04-21,"BC","Interior","East Kootenay",0,0.43
2020-04-21,"BC","Interior","Kootenay Boundary",0,0
2020-04-21,"BC","Interior","Okanagan",0,0.43
2020-04-21,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-04-21,"BC","Northern","All",0,1.43
2020-04-21,"BC","Northern","Northeast",0,0.57
2020-04-21,"BC","Northern","Northern Interior",0,0.86
2020-04-21,"BC","Northern","Northwest",0,0
2020-04-21,"BC","Vancouver Coastal","All",34,10
2020-04-21,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",4,1.57
2020-04-21,"BC","Vancouver Coastal","Richmond",0,0.14
2020-04-21,"BC","Vancouver Coastal","Unknown",0,0
2020-04-21,"BC","Vancouver Coastal","Vancouver",30,8.29
2020-04-21,"BC","Vancouver Island","All",0,2.43
2020-04-21,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-21,"BC","Vancouver Island","North Vancouver Island",0,2.29
2020-04-21,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-21,"BC","Vancouver Island","Unknown",0,0
2020-04-21,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-04-22,"BC","All","All",33,35.71
2020-04-22,"BC","Fraser","All",13,18.57
2020-04-22,"BC","Fraser","Fraser East",3,6.29
2020-04-22,"BC","Fraser","Fraser North",5,8.57
2020-04-22,"BC","Fraser","Fraser South",5,3.71
2020-04-22,"BC","Fraser","Unknown",0,0
2020-04-22,"BC","Interior","All",5,1.71
2020-04-22,"BC","Interior","East Kootenay",0,0.14
2020-04-22,"BC","Interior","Kootenay Boundary",0,0
2020-04-22,"BC","Interior","Okanagan",4,1
2020-04-22,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-04-22,"BC","Northern","All",2,1.57
2020-04-22,"BC","Northern","Northeast",1,0.71
2020-04-22,"BC","Northern","Northern Interior",1,0.86
2020-04-22,"BC","Northern","Northwest",0,0
2020-04-22,"BC","Vancouver Coastal","All",11,11.43
2020-04-22,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",4,2.14
2020-04-22,"BC","Vancouver Coastal","Richmond",0,0.14
2020-04-22,"BC","Vancouver Coastal","Unknown",0,0
2020-04-22,"BC","Vancouver Coastal","Vancouver",7,9.14
2020-04-22,"BC","Vancouver Island","All",2,2.43
2020-04-22,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-22,"BC","Vancouver Island","North Vancouver Island",2,2.29
2020-04-22,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-22,"BC","Vancouver Island","Unknown",0,0
2020-04-22,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-04-23,"BC","All","All",35,33.43
2020-04-23,"BC","Fraser","All",18,15.57
2020-04-23,"BC","Fraser","Fraser East",5,3.71
2020-04-23,"BC","Fraser","Fraser North",7,7.86
2020-04-23,"BC","Fraser","Fraser South",6,4
2020-04-23,"BC","Fraser","Unknown",0,0
2020-04-23,"BC","Interior","All",4,2.29
2020-04-23,"BC","Interior","East Kootenay",1,0.29
2020-04-23,"BC","Interior","Kootenay Boundary",0,0
2020-04-23,"BC","Interior","Okanagan",3,1.43
2020-04-23,"BC","Interior","Thompson Cariboo Shuswap",0,0.57
2020-04-23,"BC","Northern","All",0,1.29
2020-04-23,"BC","Northern","Northeast",0,0.57
2020-04-23,"BC","Northern","Northern Interior",0,0.71
2020-04-23,"BC","Northern","Northwest",0,0
2020-04-23,"BC","Vancouver Coastal","All",9,11.29
2020-04-23,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",6,2.29
2020-04-23,"BC","Vancouver Coastal","Richmond",0,0
2020-04-23,"BC","Vancouver Coastal","Unknown",0,0
2020-04-23,"BC","Vancouver Coastal","Vancouver",3,9
2020-04-23,"BC","Vancouver Island","All",4,3
2020-04-23,"BC","Vancouver Island","Central Vancouver Island",2,0.43
2020-04-23,"BC","Vancouver Island","North Vancouver Island",2,2.57
2020-04-23,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-23,"BC","Vancouver Island","Unknown",0,0
2020-04-23,"Out of Canada","Out of Canada","Out of Canada",2,0.43
2020-04-24,"BC","All","All",72,40.14
2020-04-24,"BC","Fraser","All",58,22
2020-04-24,"BC","Fraser","Fraser East",44,9.43
2020-04-24,"BC","Fraser","Fraser North",8,8.29
2020-04-24,"BC","Fraser","Fraser South",5,4.14
2020-04-24,"BC","Fraser","Unknown",1,0.14
2020-04-24,"BC","Interior","All",2,2.29
2020-04-24,"BC","Interior","East Kootenay",0,0.14
2020-04-24,"BC","Interior","Kootenay Boundary",0,0
2020-04-24,"BC","Interior","Okanagan",1,1.43
2020-04-24,"BC","Interior","Thompson Cariboo Shuswap",1,0.71
2020-04-24,"BC","Northern","All",0,1.14
2020-04-24,"BC","Northern","Northeast",0,0.43
2020-04-24,"BC","Northern","Northern Interior",0,0.71
2020-04-24,"BC","Northern","Northwest",0,0
2020-04-24,"BC","Vancouver Coastal","All",11,12
2020-04-24,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",3,2.57
2020-04-24,"BC","Vancouver Coastal","Richmond",0,0
2020-04-24,"BC","Vancouver Coastal","Unknown",0,0
2020-04-24,"BC","Vancouver Coastal","Vancouver",8,9.43
2020-04-24,"BC","Vancouver Island","All",1,2.71
2020-04-24,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-04-24,"BC","Vancouver Island","North Vancouver Island",1,2.29
2020-04-24,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-24,"BC","Vancouver Island","Unknown",0,0
2020-04-24,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-04-25,"BC","All","All",60,44.43
2020-04-25,"BC","Fraser","All",39,25.71
2020-04-25,"BC","Fraser","Fraser East",6,10.14
2020-04-25,"BC","Fraser","Fraser North",17,9.29
2020-04-25,"BC","Fraser","Fraser South",16,6.14
2020-04-25,"BC","Fraser","Unknown",0,0.14
2020-04-25,"BC","Interior","All",0,2.29
2020-04-25,"BC","Interior","East Kootenay",0,0.14
2020-04-25,"BC","Interior","Kootenay Boundary",0,0
2020-04-25,"BC","Interior","Okanagan",0,1.43
2020-04-25,"BC","Interior","Thompson Cariboo Shuswap",0,0.71
2020-04-25,"BC","Northern","All",1,0.57
2020-04-25,"BC","Northern","Northeast",0,0.14
2020-04-25,"BC","Northern","Northern Interior",1,0.43
2020-04-25,"BC","Northern","Northwest",0,0
2020-04-25,"BC","Vancouver Coastal","All",19,13.57
2020-04-25,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",9,3.86
2020-04-25,"BC","Vancouver Coastal","Richmond",1,0.14
2020-04-25,"BC","Vancouver Coastal","Unknown",0,0
2020-04-25,"BC","Vancouver Coastal","Vancouver",9,9.57
2020-04-25,"BC","Vancouver Island","All",1,2.29
2020-04-25,"BC","Vancouver Island","Central Vancouver Island",1,0.43
2020-04-25,"BC","Vancouver Island","North Vancouver Island",0,1.86
2020-04-25,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-25,"BC","Vancouver Island","Unknown",0,0
2020-04-25,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-04-26,"BC","All","All",15,44.43
2020-04-26,"BC","Fraser","All",9,26
2020-04-26,"BC","Fraser","Fraser East",3,10.29
2020-04-26,"BC","Fraser","Fraser North",2,9
2020-04-26,"BC","Fraser","Fraser South",4,6.57
2020-04-26,"BC","Fraser","Unknown",0,0.14
2020-04-26,"BC","Interior","All",4,2.43
2020-04-26,"BC","Interior","East Kootenay",0,0.14
2020-04-26,"BC","Interior","Kootenay Boundary",0,0
2020-04-26,"BC","Interior","Okanagan",4,1.71
2020-04-26,"BC","Interior","Thompson Cariboo Shuswap",0,0.57
2020-04-26,"BC","Northern","All",0,0.57
2020-04-26,"BC","Northern","Northeast",0,0.14
2020-04-26,"BC","Northern","Northern Interior",0,0.43
2020-04-26,"BC","Northern","Northwest",0,0
2020-04-26,"BC","Vancouver Coastal","All",1,13.14
2020-04-26,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,3.86
2020-04-26,"BC","Vancouver Coastal","Richmond",0,0.14
2020-04-26,"BC","Vancouver Coastal","Unknown",0,0
2020-04-26,"BC","Vancouver Coastal","Vancouver",0,9.14
2020-04-26,"BC","Vancouver Island","All",1,2.29
2020-04-26,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-04-26,"BC","Vancouver Island","North Vancouver Island",1,1.86
2020-04-26,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-26,"BC","Vancouver Island","Unknown",0,0
2020-04-26,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-04-27,"BC","All","All",57,47.71
2020-04-27,"BC","Fraser","All",41,29.29
2020-04-27,"BC","Fraser","Fraser East",6,9.71
2020-04-27,"BC","Fraser","Fraser North",17,10.86
2020-04-27,"BC","Fraser","Fraser South",18,8.57
2020-04-27,"BC","Fraser","Unknown",0,0.14
2020-04-27,"BC","Interior","All",1,2.43
2020-04-27,"BC","Interior","East Kootenay",0,0.14
2020-04-27,"BC","Interior","Kootenay Boundary",0,0
2020-04-27,"BC","Interior","Okanagan",0,1.71
2020-04-27,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-04-27,"BC","Northern","All",2,0.71
2020-04-27,"BC","Northern","Northeast",0,0.14
2020-04-27,"BC","Northern","Northern Interior",2,0.57
2020-04-27,"BC","Northern","Northwest",0,0
2020-04-27,"BC","Vancouver Coastal","All",10,13.57
2020-04-27,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,4
2020-04-27,"BC","Vancouver Coastal","Richmond",2,0.43
2020-04-27,"BC","Vancouver Coastal","Unknown",0,0
2020-04-27,"BC","Vancouver Coastal","Vancouver",7,9.14
2020-04-27,"BC","Vancouver Island","All",3,1.71
2020-04-27,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-04-27,"BC","Vancouver Island","North Vancouver Island",3,1.29
2020-04-27,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-27,"BC","Vancouver Island","Unknown",0,0
2020-04-27,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2020-04-28,"BC","All","All",41,44.71
2020-04-28,"BC","Fraser","All",33,30.14
2020-04-28,"BC","Fraser","Fraser East",16,11.86
2020-04-28,"BC","Fraser","Fraser North",4,8.57
2020-04-28,"BC","Fraser","Fraser South",13,9.57
2020-04-28,"BC","Fraser","Unknown",0,0.14
2020-04-28,"BC","Interior","All",1,2.43
2020-04-28,"BC","Interior","East Kootenay",0,0.14
2020-04-28,"BC","Interior","Kootenay Boundary",0,0
2020-04-28,"BC","Interior","Okanagan",1,1.86
2020-04-28,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-04-28,"BC","Northern","All",1,0.86
2020-04-28,"BC","Northern","Northeast",0,0.14
2020-04-28,"BC","Northern","Northern Interior",1,0.71
2020-04-28,"BC","Northern","Northwest",0,0
2020-04-28,"BC","Vancouver Coastal","All",5,9.43
2020-04-28,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,3.57
2020-04-28,"BC","Vancouver Coastal","Richmond",0,0.43
2020-04-28,"BC","Vancouver Coastal","Unknown",0,0
2020-04-28,"BC","Vancouver Coastal","Vancouver",4,5.43
2020-04-28,"BC","Vancouver Island","All",1,1.86
2020-04-28,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-04-28,"BC","Vancouver Island","North Vancouver Island",1,1.43
2020-04-28,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-28,"BC","Vancouver Island","Unknown",0,0
2020-04-28,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-04-29,"BC","All","All",26,43.71
2020-04-29,"BC","Fraser","All",20,31.14
2020-04-29,"BC","Fraser","Fraser East",16,13.71
2020-04-29,"BC","Fraser","Fraser North",2,8.14
2020-04-29,"BC","Fraser","Fraser South",2,9.14
2020-04-29,"BC","Fraser","Unknown",0,0.14
2020-04-29,"BC","Interior","All",1,1.86
2020-04-29,"BC","Interior","East Kootenay",0,0.14
2020-04-29,"BC","Interior","Kootenay Boundary",0,0
2020-04-29,"BC","Interior","Okanagan",0,1.29
2020-04-29,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-04-29,"BC","Northern","All",0,0.57
2020-04-29,"BC","Northern","Northeast",0,0
2020-04-29,"BC","Northern","Northern Interior",0,0.57
2020-04-29,"BC","Northern","Northwest",0,0
2020-04-29,"BC","Vancouver Coastal","All",5,8.57
2020-04-29,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,3.14
2020-04-29,"BC","Vancouver Coastal","Richmond",0,0.43
2020-04-29,"BC","Vancouver Coastal","Unknown",0,0
2020-04-29,"BC","Vancouver Coastal","Vancouver",4,5
2020-04-29,"BC","Vancouver Island","All",0,1.57
2020-04-29,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-04-29,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-04-29,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-29,"BC","Vancouver Island","Unknown",0,0
2020-04-29,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-04-30,"BC","All","All",29,42.86
2020-04-30,"BC","Fraser","All",14,30.57
2020-04-30,"BC","Fraser","Fraser East",4,13.57
2020-04-30,"BC","Fraser","Fraser North",7,8.14
2020-04-30,"BC","Fraser","Fraser South",3,8.71
2020-04-30,"BC","Fraser","Unknown",0,0.14
2020-04-30,"BC","Interior","All",3,1.71
2020-04-30,"BC","Interior","East Kootenay",0,0
2020-04-30,"BC","Interior","Kootenay Boundary",0,0
2020-04-30,"BC","Interior","Okanagan",2,1.14
2020-04-30,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-04-30,"BC","Northern","All",3,1
2020-04-30,"BC","Northern","Northeast",0,0
2020-04-30,"BC","Northern","Northern Interior",3,1
2020-04-30,"BC","Northern","Northwest",0,0
2020-04-30,"BC","Vancouver Coastal","All",8,8.43
2020-04-30,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,2.43
2020-04-30,"BC","Vancouver Coastal","Richmond",1,0.57
2020-04-30,"BC","Vancouver Coastal","Unknown",0,0
2020-04-30,"BC","Vancouver Coastal","Vancouver",6,5.43
2020-04-30,"BC","Vancouver Island","All",1,1.14
2020-04-30,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-04-30,"BC","Vancouver Island","North Vancouver Island",1,1
2020-04-30,"BC","Vancouver Island","South Vancouver Island",0,0
2020-04-30,"BC","Vancouver Island","Unknown",0,0
2020-04-30,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-01,"BC","All","All",22,35.71
2020-05-01,"BC","Fraser","All",14,24.29
2020-05-01,"BC","Fraser","Fraser East",5,8
2020-05-01,"BC","Fraser","Fraser North",2,7.29
2020-05-01,"BC","Fraser","Fraser South",7,9
2020-05-01,"BC","Fraser","Unknown",0,0
2020-05-01,"BC","Interior","All",1,1.57
2020-05-01,"BC","Interior","East Kootenay",0,0
2020-05-01,"BC","Interior","Kootenay Boundary",1,0.14
2020-05-01,"BC","Interior","Okanagan",0,1
2020-05-01,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-05-01,"BC","Northern","All",0,1
2020-05-01,"BC","Northern","Northeast",0,0
2020-05-01,"BC","Northern","Northern Interior",0,1
2020-05-01,"BC","Northern","Northwest",0,0
2020-05-01,"BC","Vancouver Coastal","All",5,7.57
2020-05-01,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",3,2.43
2020-05-01,"BC","Vancouver Coastal","Richmond",2,0.86
2020-05-01,"BC","Vancouver Coastal","Unknown",0,0
2020-05-01,"BC","Vancouver Coastal","Vancouver",0,4.29
2020-05-01,"BC","Vancouver Island","All",2,1.29
2020-05-01,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-05-01,"BC","Vancouver Island","North Vancouver Island",2,1.14
2020-05-01,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-01,"BC","Vancouver Island","Unknown",0,0
2020-05-01,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2020-05-02,"BC","All","All",33,31.86
2020-05-02,"BC","Fraser","All",22,21.86
2020-05-02,"BC","Fraser","Fraser East",7,8.14
2020-05-02,"BC","Fraser","Fraser North",3,5.29
2020-05-02,"BC","Fraser","Fraser South",12,8.43
2020-05-02,"BC","Fraser","Unknown",0,0
2020-05-02,"BC","Interior","All",1,1.71
2020-05-02,"BC","Interior","East Kootenay",1,0.14
2020-05-02,"BC","Interior","Kootenay Boundary",0,0.14
2020-05-02,"BC","Interior","Okanagan",0,1
2020-05-02,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-05-02,"BC","Northern","All",1,1
2020-05-02,"BC","Northern","Northeast",0,0
2020-05-02,"BC","Northern","Northern Interior",1,1
2020-05-02,"BC","Northern","Northwest",0,0
2020-05-02,"BC","Vancouver Coastal","All",8,6
2020-05-02,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,1.29
2020-05-02,"BC","Vancouver Coastal","Richmond",0,0.71
2020-05-02,"BC","Vancouver Coastal","Unknown",0,0
2020-05-02,"BC","Vancouver Coastal","Vancouver",7,4
2020-05-02,"BC","Vancouver Island","All",1,1.29
2020-05-02,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-02,"BC","Vancouver Island","North Vancouver Island",1,1.29
2020-05-02,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-02,"BC","Vancouver Island","Unknown",0,0
2020-05-02,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-03,"BC","All","All",20,32.57
2020-05-03,"BC","Fraser","All",13,22.43
2020-05-03,"BC","Fraser","Fraser East",7,8.71
2020-05-03,"BC","Fraser","Fraser North",4,5.57
2020-05-03,"BC","Fraser","Fraser South",2,8.14
2020-05-03,"BC","Fraser","Unknown",0,0
2020-05-03,"BC","Interior","All",1,1.29
2020-05-03,"BC","Interior","East Kootenay",0,0.14
2020-05-03,"BC","Interior","Kootenay Boundary",0,0.14
2020-05-03,"BC","Interior","Okanagan",0,0.43
2020-05-03,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-05-03,"BC","Northern","All",0,1
2020-05-03,"BC","Northern","Northeast",0,0
2020-05-03,"BC","Northern","Northern Interior",0,1
2020-05-03,"BC","Northern","Northwest",0,0
2020-05-03,"BC","Vancouver Coastal","All",6,6.71
2020-05-03,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",2,1.43
2020-05-03,"BC","Vancouver Coastal","Richmond",1,0.86
2020-05-03,"BC","Vancouver Coastal","Unknown",0,0
2020-05-03,"BC","Vancouver Coastal","Vancouver",3,4.43
2020-05-03,"BC","Vancouver Island","All",0,1.14
2020-05-03,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-03,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-05-03,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-03,"BC","Vancouver Island","Unknown",0,0
2020-05-03,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2020-05-04,"BC","All","All",15,26.57
2020-05-04,"BC","Fraser","All",12,18.29
2020-05-04,"BC","Fraser","Fraser East",4,8.43
2020-05-04,"BC","Fraser","Fraser North",6,4
2020-05-04,"BC","Fraser","Fraser South",2,5.86
2020-05-04,"BC","Fraser","Unknown",0,0
2020-05-04,"BC","Interior","All",0,1.14
2020-05-04,"BC","Interior","East Kootenay",0,0.14
2020-05-04,"BC","Interior","Kootenay Boundary",0,0.14
2020-05-04,"BC","Interior","Okanagan",0,0.43
2020-05-04,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-05-04,"BC","Northern","All",1,0.86
2020-05-04,"BC","Northern","Northeast",1,0.14
2020-05-04,"BC","Northern","Northern Interior",0,0.71
2020-05-04,"BC","Northern","Northwest",0,0
2020-05-04,"BC","Vancouver Coastal","All",2,5.57
2020-05-04,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",2,1.57
2020-05-04,"BC","Vancouver Coastal","Richmond",0,0.57
2020-05-04,"BC","Vancouver Coastal","Unknown",0,0
2020-05-04,"BC","Vancouver Coastal","Vancouver",0,3.43
2020-05-04,"BC","Vancouver Island","All",0,0.71
2020-05-04,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-04,"BC","Vancouver Island","North Vancouver Island",0,0.71
2020-05-04,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-04,"BC","Vancouver Island","Unknown",0,0
