"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-07-19,"BC","Northern","Northwest",0,0.29
2020-07-19,"BC","Vancouver Coastal","All",1,4
2020-07-19,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.14
2020-07-19,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-19,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-19,"BC","Vancouver Coastal","Vancouver",1,3.29
2020-07-19,"BC","Vancouver Island","All",4,0.71
2020-07-19,"BC","Vancouver Island","Central Vancouver Island",3,0.57
2020-07-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-19,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-07-19,"BC","Vancouver Island","Unknown",0,0
2020-07-19,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-07-20,"BC","All","All",31,28
2020-07-20,"BC","Fraser","All",16,10.71
2020-07-20,"BC","Fraser","Fraser East",8,3.57
2020-07-20,"BC","Fraser","Fraser North",5,2.71
2020-07-20,"BC","Fraser","Fraser South",3,4.43
2020-07-20,"BC","Fraser","Unknown",0,0
2020-07-20,"BC","Interior","All",10,11.86
2020-07-20,"BC","Interior","East Kootenay",0,0.29
2020-07-20,"BC","Interior","Kootenay Boundary",0,0
2020-07-20,"BC","Interior","Okanagan",10,11.43
2020-07-20,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-20,"BC","Northern","All",0,0.43
2020-07-20,"BC","Northern","Northeast",0,0.14
2020-07-20,"BC","Northern","Northern Interior",0,0
2020-07-20,"BC","Northern","Northwest",0,0.29
2020-07-20,"BC","Vancouver Coastal","All",5,4.29
2020-07-20,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.14
2020-07-20,"BC","Vancouver Coastal","Richmond",2,0.57
2020-07-20,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-20,"BC","Vancouver Coastal","Vancouver",3,3.29
2020-07-20,"BC","Vancouver Island","All",0,0.71
2020-07-20,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-07-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-20,"BC","Vancouver Island","Unknown",0,0
2020-07-20,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-07-21,"BC","All","All",32,29.86
2020-07-21,"BC","Fraser","All",13,11.57
2020-07-21,"BC","Fraser","Fraser East",5,4.29
2020-07-21,"BC","Fraser","Fraser North",4,3.14
2020-07-21,"BC","Fraser","Fraser South",4,4.14
2020-07-21,"BC","Fraser","Unknown",0,0
2020-07-21,"BC","Interior","All",11,12.43
2020-07-21,"BC","Interior","East Kootenay",0,0.14
2020-07-21,"BC","Interior","Kootenay Boundary",0,0
2020-07-21,"BC","Interior","Okanagan",10,12
2020-07-21,"BC","Interior","Thompson Cariboo Shuswap",1,0.29
2020-07-21,"BC","Northern","All",1,0.57
2020-07-21,"BC","Northern","Northeast",0,0.14
2020-07-21,"BC","Northern","Northern Interior",0,0
2020-07-21,"BC","Northern","Northwest",1,0.43
2020-07-21,"BC","Vancouver Coastal","All",6,4.43
2020-07-21,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.14
2020-07-21,"BC","Vancouver Coastal","Richmond",0,0.57
2020-07-21,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-21,"BC","Vancouver Coastal","Vancouver",6,3.43
2020-07-21,"BC","Vancouver Island","All",1,0.86
2020-07-21,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-21,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-21,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-21,"BC","Vancouver Island","Unknown",0,0
2020-07-21,"Out of Canada","Out of Canada","Out of Canada",2,1
2020-07-22,"BC","All","All",32,31
2020-07-22,"BC","Fraser","All",8,11.71
2020-07-22,"BC","Fraser","Fraser East",2,4.29
2020-07-22,"BC","Fraser","Fraser North",4,3.71
2020-07-22,"BC","Fraser","Fraser South",2,3.71
2020-07-22,"BC","Fraser","Unknown",0,0
2020-07-22,"BC","Interior","All",13,13.14
2020-07-22,"BC","Interior","East Kootenay",0,0
2020-07-22,"BC","Interior","Kootenay Boundary",0,0
2020-07-22,"BC","Interior","Okanagan",10,12.57
2020-07-22,"BC","Interior","Thompson Cariboo Shuswap",3,0.57
2020-07-22,"BC","Northern","All",8,1.71
2020-07-22,"BC","Northern","Northeast",0,0.14
2020-07-22,"BC","Northern","Northern Interior",0,0
2020-07-22,"BC","Northern","Northwest",8,1.57
2020-07-22,"BC","Vancouver Coastal","All",2,3.57
2020-07-22,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.14
2020-07-22,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-22,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-22,"BC","Vancouver Coastal","Vancouver",1,2.71
2020-07-22,"BC","Vancouver Island","All",1,0.86
2020-07-22,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-22,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-22,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-22,"BC","Vancouver Island","Unknown",0,0
2020-07-22,"Out of Canada","Out of Canada","Out of Canada",0,1
2020-07-23,"BC","All","All",30,30.57
2020-07-23,"BC","Fraser","All",13,12.43
2020-07-23,"BC","Fraser","Fraser East",4,4.71
2020-07-23,"BC","Fraser","Fraser North",3,3.57
2020-07-23,"BC","Fraser","Fraser South",6,4.14
2020-07-23,"BC","Fraser","Unknown",0,0
2020-07-23,"BC","Interior","All",7,11.29
2020-07-23,"BC","Interior","East Kootenay",0,0
2020-07-23,"BC","Interior","Kootenay Boundary",0,0
2020-07-23,"BC","Interior","Okanagan",6,10.57
2020-07-23,"BC","Interior","Thompson Cariboo Shuswap",1,0.71
2020-07-23,"BC","Northern","All",2,1.71
2020-07-23,"BC","Northern","Northeast",0,0
2020-07-23,"BC","Northern","Northern Interior",0,0
2020-07-23,"BC","Northern","Northwest",2,1.71
2020-07-23,"BC","Vancouver Coastal","All",8,4.29
2020-07-23,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",4,0.71
2020-07-23,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-23,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-23,"BC","Vancouver Coastal","Vancouver",4,2.86
2020-07-23,"BC","Vancouver Island","All",0,0.86
2020-07-23,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-23,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-23,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-23,"BC","Vancouver Island","Unknown",0,0
2020-07-23,"Out of Canada","Out of Canada","Out of Canada",0,1
2020-07-24,"BC","All","All",29,28.43
2020-07-24,"BC","Fraser","All",7,11
2020-07-24,"BC","Fraser","Fraser East",0,3.57
2020-07-24,"BC","Fraser","Fraser North",4,3.86
2020-07-24,"BC","Fraser","Fraser South",3,3.57
2020-07-24,"BC","Fraser","Unknown",0,0
2020-07-24,"BC","Interior","All",20,11.43
2020-07-24,"BC","Interior","East Kootenay",0,0
2020-07-24,"BC","Interior","Kootenay Boundary",0,0
2020-07-24,"BC","Interior","Okanagan",18,10.43
2020-07-24,"BC","Interior","Thompson Cariboo Shuswap",2,1
2020-07-24,"BC","Northern","All",0,1.57
2020-07-24,"BC","Northern","Northeast",0,0
2020-07-24,"BC","Northern","Northern Interior",0,0
2020-07-24,"BC","Northern","Northwest",0,1.57
2020-07-24,"BC","Vancouver Coastal","All",2,3.57
2020-07-24,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.57
2020-07-24,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-24,"BC","Vancouver Coastal","Unknown",1,0.14
2020-07-24,"BC","Vancouver Coastal","Vancouver",1,2.43
2020-07-24,"BC","Vancouver Island","All",0,0.86
2020-07-24,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-24,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-24,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-24,"BC","Vancouver Island","Unknown",0,0
2020-07-24,"Out of Canada","Out of Canada","Out of Canada",1,1.14
2020-07-25,"BC","All","All",20,28.86
2020-07-25,"BC","Fraser","All",12,11.29
2020-07-25,"BC","Fraser","Fraser East",8,4.14
2020-07-25,"BC","Fraser","Fraser North",1,3.57
2020-07-25,"BC","Fraser","Fraser South",2,3.43
2020-07-25,"BC","Fraser","Unknown",1,0.14
2020-07-25,"BC","Interior","All",5,11.29
2020-07-25,"BC","Interior","East Kootenay",0,0
2020-07-25,"BC","Interior","Kootenay Boundary",0,0
2020-07-25,"BC","Interior","Okanagan",5,10.29
2020-07-25,"BC","Interior","Thompson Cariboo Shuswap",0,1
2020-07-25,"BC","Northern","All",0,1.57
2020-07-25,"BC","Northern","Northeast",0,0
2020-07-25,"BC","Northern","Northern Interior",0,0
2020-07-25,"BC","Northern","Northwest",0,1.57
2020-07-25,"BC","Vancouver Coastal","All",3,3.86
2020-07-25,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.57
2020-07-25,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-25,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-25,"BC","Vancouver Coastal","Vancouver",3,2.71
2020-07-25,"BC","Vancouver Island","All",0,0.86
2020-07-25,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-25,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-25,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-25,"BC","Vancouver Island","Unknown",0,0
2020-07-25,"Out of Canada","Out of Canada","Out of Canada",1,1
2020-07-26,"BC","All","All",21,27.86
2020-07-26,"BC","Fraser","All",16,12.14
2020-07-26,"BC","Fraser","Fraser East",8,5
2020-07-26,"BC","Fraser","Fraser North",3,3.43
2020-07-26,"BC","Fraser","Fraser South",5,3.57
2020-07-26,"BC","Fraser","Unknown",0,0.14
2020-07-26,"BC","Interior","All",3,9.86
2020-07-26,"BC","Interior","East Kootenay",0,0
2020-07-26,"BC","Interior","Kootenay Boundary",0,0
2020-07-26,"BC","Interior","Okanagan",3,8.86
2020-07-26,"BC","Interior","Thompson Cariboo Shuswap",0,1
2020-07-26,"BC","Northern","All",0,1.57
2020-07-26,"BC","Northern","Northeast",0,0
2020-07-26,"BC","Northern","Northern Interior",0,0
2020-07-26,"BC","Northern","Northwest",0,1.57
2020-07-26,"BC","Vancouver Coastal","All",1,3.86
2020-07-26,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.57
2020-07-26,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-26,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-26,"BC","Vancouver Coastal","Vancouver",1,2.71
2020-07-26,"BC","Vancouver Island","All",1,0.43
2020-07-26,"BC","Vancouver Island","Central Vancouver Island",1,0.43
2020-07-26,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-26,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-26,"BC","Vancouver Island","Unknown",0,0
2020-07-26,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2020-07-27,"BC","All","All",24,26.86
2020-07-27,"BC","Fraser","All",15,12
2020-07-27,"BC","Fraser","Fraser East",12,5.57
2020-07-27,"BC","Fraser","Fraser North",2,3
2020-07-27,"BC","Fraser","Fraser South",1,3.29
2020-07-27,"BC","Fraser","Unknown",0,0.14
2020-07-27,"BC","Interior","All",6,9.29
2020-07-27,"BC","Interior","East Kootenay",0,0
2020-07-27,"BC","Interior","Kootenay Boundary",0,0
2020-07-27,"BC","Interior","Okanagan",4,8
2020-07-27,"BC","Interior","Thompson Cariboo Shuswap",2,1.29
2020-07-27,"BC","Northern","All",1,1.71
2020-07-27,"BC","Northern","Northeast",0,0
2020-07-27,"BC","Northern","Northern Interior",0,0
2020-07-27,"BC","Northern","Northwest",1,1.71
2020-07-27,"BC","Vancouver Coastal","All",2,3.43
2020-07-27,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,0.71
2020-07-27,"BC","Vancouver Coastal","Richmond",0,0.14
2020-07-27,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-27,"BC","Vancouver Coastal","Vancouver",1,2.43
2020-07-27,"BC","Vancouver Island","All",0,0.43
2020-07-27,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-07-27,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-27,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-27,"BC","Vancouver Island","Unknown",0,0
2020-07-27,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-07-28,"BC","All","All",46,28.86
2020-07-28,"BC","Fraser","All",31,14.57
2020-07-28,"BC","Fraser","Fraser East",29,9
2020-07-28,"BC","Fraser","Fraser North",0,2.43
2020-07-28,"BC","Fraser","Fraser South",1,2.86
2020-07-28,"BC","Fraser","Unknown",1,0.29
2020-07-28,"BC","Interior","All",5,8.43
2020-07-28,"BC","Interior","East Kootenay",0,0
2020-07-28,"BC","Interior","Kootenay Boundary",0,0
2020-07-28,"BC","Interior","Okanagan",4,7.14
2020-07-28,"BC","Interior","Thompson Cariboo Shuswap",1,1.29
2020-07-28,"BC","Northern","All",6,2.43
2020-07-28,"BC","Northern","Northeast",0,0
2020-07-28,"BC","Northern","Northern Interior",0,0
2020-07-28,"BC","Northern","Northwest",6,2.43
2020-07-28,"BC","Vancouver Coastal","All",4,3.14
2020-07-28,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,0.86
2020-07-28,"BC","Vancouver Coastal","Richmond",2,0.43
2020-07-28,"BC","Vancouver Coastal","Unknown",1,0.29
2020-07-28,"BC","Vancouver Coastal","Vancouver",0,1.57
2020-07-28,"BC","Vancouver Island","All",0,0.29
2020-07-28,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-07-28,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-28,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-28,"BC","Vancouver Island","Unknown",0,0
2020-07-28,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-07-29,"BC","All","All",25,27.86
2020-07-29,"BC","Fraser","All",20,16.29
2020-07-29,"BC","Fraser","Fraser East",17,11.14
2020-07-29,"BC","Fraser","Fraser North",1,2
2020-07-29,"BC","Fraser","Fraser South",2,2.86
2020-07-29,"BC","Fraser","Unknown",0,0.29
2020-07-29,"BC","Interior","All",2,6.86
2020-07-29,"BC","Interior","East Kootenay",0,0
2020-07-29,"BC","Interior","Kootenay Boundary",0,0
2020-07-29,"BC","Interior","Okanagan",2,6
2020-07-29,"BC","Interior","Thompson Cariboo Shuswap",0,0.86
2020-07-29,"BC","Northern","All",0,1.29
2020-07-29,"BC","Northern","Northeast",0,0
2020-07-29,"BC","Northern","Northern Interior",0,0
2020-07-29,"BC","Northern","Northwest",0,1.29
2020-07-29,"BC","Vancouver Coastal","All",3,3.29
2020-07-29,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",0,0.86
2020-07-29,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-29,"BC","Vancouver Coastal","Unknown",0,0.29
2020-07-29,"BC","Vancouver Coastal","Vancouver",3,1.86
2020-07-29,"BC","Vancouver Island","All",0,0.14
2020-07-29,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-29,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-29,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-29,"BC","Vancouver Island","Unknown",0,0
2020-07-29,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2020-07-30,"BC","All","All",39,29.14
2020-07-30,"BC","Fraser","All",22,17.57
2020-07-30,"BC","Fraser","Fraser East",9,11.86
2020-07-30,"BC","Fraser","Fraser North",3,2
2020-07-30,"BC","Fraser","Fraser South",10,3.43
